"Nombre de Cuenta", "Número de Cuenta", "Razon Social", "Nombre Comercial", "RUT", "GR", "Miembro de", "Tipo", "Página web", "EMAIL Principal", "Teléfono Principal", "Facturación Anual", "Celular", "Email (Alternativo)", "Teléfono Secundario", "Fecha Creación Empresa", "Aniversario", "Rubro", "Cantidad Empleados", "Sub Grupo de Actividad", "Modificado por", "Grupo de Actividad", "Exportador?", "Importador?", "RUT anterior", "Interviene DOCUMENTOS", "Empresa Familiar", "Socio CEF", "Fecha de Creación", "Asignado a", "Fuente", "No Enviar Email", "Responsable Pagos", "Fecha de Modificación", "Región / Localidad", "Dirección (Factura)", "Dirección (Envío)", "Ciudad (Factura)", "Ciudad (Envío)", "Código Postal (Factura)", "Código Postal (Envío)", "País (Factura)", "País (Envío)", "Departamento (Factura)", "Departamento (Envío)", "Descripción", "Número único", "Tipo de socio", "Estado"
"ACI DE COLONIA","ACC1914","ASOCIACION COMERCIAL E INDUSTRIAL DE COLONIA","ACIC","040255560019","32","","Centro Comercial","","gerencia@asociacioncomercial.com.uy","45222782","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","","","","","","","","","Uruguay","Colonia","Colonia","L. Viana","GR032","TS03","VIG"
"ACI DE RIO NEGRO","ACC1915","ASOCIACION COMERCIAL E INDUSTRIAL DE RIO NEGRO","CCIRN","130116040015","636","","Centro Comercial","","fr_acirn@hotmail.com","45622480","0.00000000","","","45628436","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","","","","","","","","","Uruguay","","Río Negro","L. Viana","GR636","TS03","VIG"
"ACI DE RIVERA","ACC1916","ASOCIACION COMERCIAL E INDUSTRIAL DE RIVERA","ACIR","140172760017","189","","Centro Comercial","","acirrivera@gmail.com","46223370","0.00000000","","","","","1930-12-05","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","","","","","","","","","Uruguay","","","L. Viana","GR189","TS03","VIG"
"ADAPI","ACC1917","ASOCIACION DE ADMINISTRADORES DE PROPIEDADES INMUEBLES","ADAPI","0","178","","Gremiales/Asociación","www.adapi.com.uy","adapi@adinet.com.uy","29291445","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","","","","","","","","","Uruguay","","","L. Viana","","TS03","BAJ"
"AAQI","ACC1918","ASOCIACION DE AGENTES DE QUINIELAS DEL INTERIOR","AAQI","215712980017","0","","Gremiales/Asociación","","asociacion@aaqi.com.uy","29240787","0.00000000","","","29249022","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","215712980017","TS03","VIG"
"ADIU","ACC1919","ASOCIACION DE AGENTES INMOBILIARIOS DEL URUGUAY","ADIU","216553100016","0","","Gremiales/Asociación","","adiuinfo@gmail.com","27097000","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","","","","","","","","","Uruguay","","","L. Viana","216553100016","TS03","BAJ"
"ASARA","ACC1920","ASOCIACION DE ARRENDADORAS DE AUTOS","ASARA","0","57","","Gremiales/Asociación","","","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","","TS03","VIG"
"ACAPH","ACC1921","ASOCIACION DE COMERCIANTES DE ARTICULOS PARA EL HOGAR","ACAPH","0","12","","Gremiales/Asociación","","","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","","","","","","","","","Uruguay","","","L. Viana","","TS03","BAJ"
"ASOCIACIÓN DE COMERCIOS DE FREE SHOPS DE RIVERA","ACC1922","ASOCIACIÓN DE COMERCIOS DE FREE SHOPS DE RIVERA","Free Shops Rivera","659","659","","Gremiales/Asociación","","asociaciondefreeshopsderivera@gmail.com","46230741","0.00000000","","","46236399","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","","","","","","","","","Uruguay","","Rivera",".","","TS03","SOLIC-BAJA"
"ACVU","ACC1923","ASOCIACION DE COMERCIOS VETERINARIOS DEL URUGUAY","ACVU","0","661","","Gremiales/Asociación","","acvu@cncs.com.uy","29161277 Int 112","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","","TS03","VIG"
"ASOCIACION DE CONCESIONARIOS DE MARCAS DE AUTOMOTORES","ACC1924","ASOCIACION DE CONCESIONARIOS DE MARCAS DE AUTOMOTORES","ASCOMA","0","158","","Gremiales/Asociación","","secretaria@ascoma.com.uy","24081545","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","","TS03","VIG"
"ADAU","ACC1925","ASOCIACION DE DESPACHANTES DE ADUANA DEL URUGUAY","ADAU","213920740019","0","","Gremiales/Asociación","","secretaria@adau.com.uy","29165612","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","213920740019","TS03","VIG"
"ADM","ACC1926","ASOCIACION DE DIRIGENTES DE MARKETING DEL URUGUAY","ADM","0","170","","Gremiales/Asociación","","directorio@adm.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:16","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","","TS03","VIG"
"ADISUP","ACC1927","ASOCIACION DE DISTRIBUIDORES DE SUPERGAS","ADISUP","219600600010","653","","Gremiales/Asociación","","adisup@cncs.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","GR653","TS03","SOL.LICENCIA"
"ADITACI","ACC1928","ASOCIACIÓN DE DISTRIBUIDORES DE TABACO Y CIGARRILLOS","ADITACI","215708920013","0","","Gremiales/Asociación","","aditaci@outlook.com","","0.00000000","94448209","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","GR689","TS03","VIG"
"Asociación de Empresas de Pompas Fúnebres","ACC1929","ASOCIACION DE EMPRESAS DE POMPAS FUNEBRES Y ANEXOS","Asociación de Empresas de Pompas Fúnebres","0","179","","Gremiales/Asociación","","dbac@adinet.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","","","","","","","","","Uruguay","","","L. Viana","","TS03","VIG"
"AEFI","ACC1930","ASOCIACION DE EMPRESAS FUNEBRES DEL INTERIOR","AEFI","0","621","","Gremiales/Asociación","","","24805046","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","","","","","","","","","Uruguay","","","L. Viana","","TS03","BAJ"
"AFI","ACC1931","ASOCIACION DE FARMACIAS DEL INTERIOR","AFI","0","217","","Gremiales/Asociación","","ndemarco@afi.com.uy","24099919","0.00000000","","","24099876","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","","TS03","VIG"
"AFLEGAS","ACC1932","ASOCIACION DE FLETEROS DEL GAS","AFLEGAS","0","654","","Gremiales/Asociación","","aflegas@cncs.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","","TS03","SOLIC-BAJA"
"AHRU","ACC1933","ASOCIACION DE HOTELES Y RESTAURANTES DEL URUGUAY","AHRU","215696930014","0","","Gremiales/Asociación","","administracion@ahru.com.uy","29080141","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","","","","","","","","","Uruguay","","","L. Viana","215696930014","TS03","BAJ"
"AIMA","ACC1934","ASOCIACION DE IMPORTADORES Y MAYORISTAS DE ALMACEN","AIMA","219612420012","623","","Gremiales/Asociación","","aima@cncs.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","GR623","TS03","VIG"
"ADIMAU","ACC1935","ASOCIACION DE INDUSTRIALES DE LA MADERA Y AFINES DEL URUGUAY","ADIMAU","215697370012","0","","Gremiales/Asociación","","adimau2011@gmail.com","29007016","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","215697370012","TS03","VIG"
"AIGU","ACC1936","ASOCIACIÓN DE INDUSTRIALES GRÁFICOS DEL URUGUAY","AIGU","215713290014","0","","Gremiales/Asociación","www.aigu.com.uy","aigu@aigu.org.uy","29028159","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","","","","","","","","","Uruguay","","","L. Viana","","TS03","BAJ"
"CIPEM","ACC1937","ASOCIACION DE INMOBILIARIAS DE PUNTA DEL ESTE","CIPEM","0","49","","Gremiales/Asociación","","cipem@cipem.org.uy","42442668","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","","","","","","","","","Uruguay","","","L. Viana","","TS03","BAJ"
"AJE","ACC1938","ASOCIACION DE JOVENES EMPRESARIOS","AJE","215963330013","0","","Gremiales/Asociación","","","","0.00000000","094218947","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","215963330013","TS03","VIG"
"AJU","ACC1939","ASOCIACION DE JUGUETEROS DEL URUGUAY","AJU","0","650","","Gremiales/Asociación","","aju@cncs.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","","TS03","VIG"
"AMPRO","ACC1940","ASOCIACION DE MARKETING PROMOCIONAL","AMPRO","0","619","","Gremiales/Asociación","","info@amprouruguay.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","","","","","","","","","Uruguay","","","L. Viana","","TS03","BAJ"
"AMO","ACC1941","ASOCIACION DE MAYORISTAS DE OPTICA","AMO","219589060019","60","","Gremiales/Asociación","","amo@cncs.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","GR060","TS03","VIG"
"AOPU","ACC1942","ASOCIACION DE OPERADORES POSTALES DEL URUGUAY","AOPU","0","607","","Gremiales/Asociación","","aopu@adinet.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","","","","","","","","","Uruguay","","","L. Viana","","TS03","BAJ"
"APEL","ACC1943","ASOCIACION DE PATRONOS DE EMPRESAS DE LIMPIEZA","APEL","0","18","","Gremiales/Asociación","","","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:17","","","","","","","","","Uruguay","","","L. Viana","GR018","TS03","BAJ"
"A PROVEEDORES FREE SHOP","ACC1944","ASOCIACIÓN DE PROVEEDORES DE FREE SHOP","ASOCIACIÓN DE PROVEEDORES DE FREE SHOP","0","625","","Gremiales/Asociación","","proveedoresfreeshops@cncs.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","","","","","","","","","Uruguay","","","L. Viana","","TS03","VIG"
"ARFEUY","ACC1945","ASOCIACION DE REPRESENTANTES DE FIRMAS EXTRANJERAS","ARFEUY","214","214","","Gremiales/Asociación","","arfeuy@adinet.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","","","","","","","","","Uruguay","","","L. Viana","GR214","TS03","BAJ"
"ARRAU","ACC1946","ASOCIACION DE REPUESTEROS AUTOMOTORES DEL URUGUAY","ARRAU","215559440015","0","","Gremiales/Asociación","","arrausede@gmail.com","24093235","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","215559440015","TS03","VIG"
"ADERAMA","ACC1947","ASOCIACION DE RESIDENCIALES DEL ADULTO MAYOR","ADERAMA","0","664","","Gremiales/Asociación","","aderama@cncs.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","","TS03","VIG"
"ASFU","ACC1949","ASOCIACION DE SALONES DE FIESTA DE URUGUAY","ASFU","0","682","","Gremiales/Asociación","","contacto@asfu.uy","","0.00000000","099291100","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","","","","","","","","","Uruguay","","","L. Viana","","TS03","BAJ"
"ADESU","ACC1950","ASOCIACION DE SECRETARIAS DEL URUGUAY","ADESU","215731830017","0","","Gremiales/Asociación","","info@adesu.org.uy","29007554","0.00000000","099684537","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","","","","","","","","","Uruguay","","","L. Viana","215731830017","TS03","VIG"
"ATUADU","ACC1951","ASOCIACION DE TECNICOS UNIVERSITARIOS DEL URUGUAY","ATUADU","0","618","","Gremiales/Asociación","","atuadu@cncs.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","","","","","","","","","Uruguay","","","L. Viana","","",""
"ACAU","ACC1952","ASOCIACION DEL COMERCIO AUTOMOTOR DEL URUGUAY","ACAU","0","5","","Gremiales/Asociación","","acau@acau.com.uy","29164440","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","","TS03","VIG"
"AE DE TACUAREMBO","ACC1953","ASOCIACION EMPRESARIAL DE TACUAREMBO","AET","190183710012","0","","Centro Comercial","","asemt318@gmail.com","46322505","0.00000000","099830329","","46332916","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","Tacuarembó","","","","","","","","Uruguay","Tacuarembó","Tacuarembó","L. Viana","190183710012","TS03","VIG"
"ANAFAP","ACC1954","ASOCIACION NACIONAL DE ADMINISTRADORES DE FONDOS DE AHORRO PREVISIONAL","ANAFAP","0","655","","Gremiales/Asociación","","anafap@cncs.com.uy","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","","TS03","VIG"
"ANEAC","ACC1955","ASOCIACION NACIONAL DE EMPRESAS ADMINISTRADORAS DE CRÉDITOS","ANEAC","0","50","","Gremiales/Asociación","","cicaltex@cncs.com.uy","29161277 int. 124","0.00000000","","","","","","","","2","admin","14. Intermediación financiera, seguros y pensiones","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","Montevideo","Rincón 454","Rincón 454","Montevideo","Montevideo","11000","11000","Uruguay","Uruguay","Montevideo","Montevideo","Ma. Irene Viñeque","","TS03","VIG"
"ANETRA","ACC1956","ASOCIACION NACIONAL DE EMPRESAS DE TRANSPORTE CARRETERO POR AUTOBUSES","ANETRA","0","222","","Gremiales/Asociación","www.anetra.com.uy","anetra@anetra.com.uy","24016404","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","","","","","","","","","Uruguay","","","L. Viana","","TS03","BAJ"
"ANDIPEC","ACC1957","ASOCIACION NACIONAL DE INSTRUCTORES Y PROPIETARIOS DE ESCUELAS DE CONDUCIR","ANDIPEC","0","673","","Gremiales/Asociación","","abelfa@adinet.com.uy","","0.00000000","094305824","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","","","","","","","","","Uruguay","","","L. Viana","","TS03","BAJ"
"ANRCI","ACC1959","ASOCIACION NACIONAL DE REMATADORES, TASADORES Y CORREDORES INMOBILIARIOS","ANRCI","0","670","","Gremiales/Asociación","www.anrtci.uy/web/","gerencia@anrci.com.uy","29017366","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","","","","","","","","","Uruguay","","","L. Viana","","TS03","VIG"
"ASOSUPER","ACC1960","ASOCIACION NACIONAL DE SUPERMERCADOS","ASOSUPER","215707460019","0","","Gremiales/Asociación","","","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","","","","","","","","","Uruguay","","","L. Viana","215707460019","TS03","VIG"
"AUDAP","ACC1961","ASOCIACION URUGUAYA DE AGENCIAS DE PUBLICIDAD","AUDAP","215017390010","0","","Gremiales/Asociación","","ecretaria@audap.com.uy","24022552","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:40","admin","IMPORT","0","","2026-04-17 12:33:18","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","215017390010","TS03","VIG"
